Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,cluster,distance
0.0,11.0,3.0,3.0,641.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,204.7915524653781
1.0,21.0,4.0,0.0,695.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,9.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0,258.8400888743386
0.0,17.0,2.0,4.0,359.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,77.61301093169632
0.0,17.0,2.0,1.0,543.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,15.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0,106.74643340548734
0.0,13.0,2.0,3.0,499.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,63.04303342066589
3.0,13.0,4.0,0.0,109.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,17.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,327.4427699385435
0.0,4.0,4.0,0.0,603.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,166.9952951195324
3.0,8.0,4.0,3.0,764.0,4.0,4.0,1.0,2.0,0.0,3.0,1.0,30.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,327.97269550035213
3.0,17.0,2.0,0.0,269.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,15.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,167.51127528088873
2.0,23.0,2.0,4.0,708.0,0.0,4.0,3.0,2.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,271.79715530162224
1.0,2.0,2.0,4.0,120.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,9.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,316.7071536715482
0.0,17.0,4.0,1.0,803.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,52.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0,368.4208375929828
3.0,13.0,4.0,7.0,336.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,100.63785341349376
1.0,31.0,2.0,0.0,828.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0,392.153943224291
0.0,17.0,0.0,3.0,685.0,0.0,4.0,2.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0,248.9437287129424
1.0,9.0,2.0,4.0,392.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,46.30961406323417
0.0,11.0,2.0,5.0,181.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,255.6888136875575
0.0,17.0,2.0,3.0,691.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,254.72115713071472
1.0,6.0,2.0,3.0,268.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,168.6446270541604
1.0,17.0,4.0,7.0,761.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,324.830934514603
0.0,15.0,2.0,3.0,633.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,196.82847498928191
1.0,13.0,2.0,4.0,584.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,147.96212951441117
1.0,13.0,2.0,9.0,704.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,267.6928022207955
2.0,6.0,2.0,0.0,672.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,18.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,235.7781169294968
3.0,11.0,4.0,4.0,249.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,187.62820201803052
1.0,9.0,4.0,4.0,77.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,359.6525300463079
1.0,17.0,2.0,4.0,651.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,214.994562033905
3.0,2.0,3.0,9.0,312.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,125.11146048038908
1.0,5.0,4.0,7.0,133.0,3.0,4.0,3.0,2.0,0.0,2.0,3.0,13.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0,303.59060024298026
3.0,5.0,2.0,5.0,166.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,270.8333826248169
1.0,5.0,2.0,3.0,100.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0,336.5817435905443
3.0,13.0,4.0,1.0,585.0,4.0,0.0,1.0,2.0,0.0,3.0,3.0,19.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,148.72819451022983
0.0,8.0,0.0,4.0,780.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,9.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,343.72462286577377
3.0,6.0,2.0,7.0,50.0,2.0,4.0,3.0,2.0,0.0,3.0,3.0,27.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0,386.67787452901854
1.0,17.0,2.0,0.0,173.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,263.73751151298586
3.0,8.0,4.0,4.0,446.0,4.0,4.0,0.0,2.0,1.0,3.0,0.0,30.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,18.643724204412937
3.0,23.0,3.0,4.0,707.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0,270.91659549778166
3.0,8.0,2.0,4.0,62.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,374.5249142132562
0.0,21.0,2.0,3.0,462.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,29.367738475510016
1.0,13.0,2.0,7.0,169.0,4.0,2.0,3.0,2.0,0.0,3.0,3.0,42.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,268.74279802812663
2.0,8.0,2.0,4.0,604.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,18.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,167.74168451881883
2.0,8.0,3.0,0.0,424.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,17.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,14.218468660574093
3.0,2.0,2.0,3.0,316.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,121.79260092692738
0.0,13.0,2.0,3.0,471.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,36.22946252401131
3.0,8.0,2.0,9.0,277.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,17.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,159.63219824315692
3.0,13.0,4.0,1.0,660.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,223.76234437972735
0.0,13.0,2.0,3.0,642.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,206.02475662595756
0.0,23.0,2.0,3.0,610.0,0.0,4.0,3.0,2.0,0.0,1.0,2.0,23.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0,174.02911554782466
1.0,13.0,2.0,3.0,554.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,21.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,117.74065951178076
3.0,23.0,2.0,0.0,568.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,132.0406937875276
3.0,13.0,4.0,4.0,774.0,0.0,4.0,2.0,2.0,0.0,3.0,2.0,14.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,337.6122394653675
3.0,6.0,4.0,3.0,406.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,33.69962907617138
0.0,29.0,1.0,9.0,840.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,18.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,403.9524361061852
3.0,13.0,3.0,4.0,440.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5.294039405965372
3.0,3.0,3.0,4.0,73.0,4.0,4.0,2.0,2.0,0.0,3.0,3.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,363.5907323447846
3.0,2.0,4.0,0.0,5.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,33.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,431.9271316001957
0.0,14.0,2.0,3.0,415.0,4.0,3.0,3.0,2.0,0.0,3.0,2.0,20.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,22.18705475634507
3.0,16.0,2.0,0.0,184.0,4.0,3.0,3.0,1.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,252.66688196917443
2.0,8.0,2.0,0.0,203.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,233.68656993509785
3.0,21.0,3.0,9.0,696.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,259.9210810321307
3.0,13.0,4.0,4.0,421.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,18.591072246918053
3.0,13.0,2.0,4.0,131.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,305.75357877087083
1.0,13.0,4.0,3.0,826.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,21.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0,389.643157620695
1.0,11.0,4.0,9.0,443.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,12.361143047485625
3.0,5.0,2.0,9.0,246.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,190.8595288348546
3.0,13.0,2.0,0.0,326.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,110.60672592822036
1.0,8.0,2.0,3.0,104.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,332.85684149565753
0.0,23.0,2.0,0.0,589.0,0.0,3.0,1.0,2.0,0.0,3.0,3.0,20.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0,153.03349701929795
0.0,2.0,4.0,4.0,365.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,72.5252404209297
3.0,5.0,4.0,3.0,462.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,12.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,27.48424620931565
0.0,8.0,2.0,3.0,486.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,36.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0,53.97408067709537
0.0,23.0,4.0,3.0,450.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,27.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,20.225209752352097
1.0,8.0,2.0,0.0,161.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0,275.7444366140117
3.0,17.0,4.0,4.0,266.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,24.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,170.68813335897883
3.0,13.0,2.0,4.0,252.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,20.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,184.4875009512609
1.0,13.0,4.0,9.0,343.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,93.94247626128208
3.0,17.0,3.0,9.0,864.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,427.7269445080436
3.0,10.0,3.0,0.0,68.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,368.534058980495
1.0,13.0,3.0,0.0,541.0,4.0,4.0,3.0,2.0,0.0,3.0,2.0,24.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,105.04161530236964
1.0,17.0,2.0,4.0,382.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,56.14092899087791
3.0,17.0,4.0,1.0,413.0,4.0,3.0,3.0,2.0,0.0,3.0,2.0,24.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,25.499194222977877
0.0,11.0,2.0,4.0,117.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,319.535775210063
3.0,17.0,2.0,4.0,587.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,150.93005780032922
2.0,8.0,4.0,0.0,95.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0,341.5569576319257
1.0,17.0,2.0,4.0,369.0,0.0,4.0,3.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,69.17859552508658
3.0,22.0,4.0,1.0,823.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,16.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0,386.7020746881309
3.0,8.0,4.0,9.0,433.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,23.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0,11.851019197270768
3.0,6.0,2.0,0.0,298.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,21.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,138.78685193381585
0.0,17.0,2.0,0.0,225.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,211.5009780662628
3.0,23.0,4.0,1.0,766.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,329.75273480073616
0.0,8.0,2.0,0.0,487.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,51.17415193672464
0.0,13.0,3.0,7.0,860.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,423.7944968558391
3.0,15.0,2.0,0.0,525.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,88.82506377487977
1.0,13.0,2.0,0.0,112.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,324.45224141557145
3.0,11.0,2.0,0.0,581.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,145.44314056085906
1.0,8.0,2.0,1.0,379.0,4.0,2.0,3.0,2.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,58.02918302324475
1.0,8.0,4.0,0.0,99.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,28.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,337.70384376944617
3.0,15.0,3.0,3.0,295.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,141.4460147930863
1.0,8.0,2.0,3.0,520.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,84.47597715564757
1.0,13.0,2.0,1.0,524.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,88.7643996849012
3.0,20.0,4.0,4.0,512.0,0.0,4.0,3.0,2.0,0.0,1.0,2.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,76.16528442446487
3.0,13.0,4.0,4.0,135.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,27.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,301.63623678738674
3.0,5.0,2.0,3.0,198.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,239.04864907991143
3.0,1.0,2.0,9.0,612.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,51.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,179.63580335105854
0.0,2.0,4.0,3.0,338.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,17.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0,99.19863456306864
3.0,17.0,4.0,6.0,384.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,52.74007130175678
0.0,5.0,2.0,3.0,402.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,36.88483098030822
1.0,8.0,2.0,4.0,256.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,180.81432311235145
3.0,2.0,2.0,6.0,32.0,2.0,3.0,1.0,3.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,404.76943669858514
3.0,17.0,4.0,0.0,186.0,3.0,4.0,3.0,1.0,0.0,3.0,0.0,18.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,250.49807390304872
0.0,26.0,4.0,6.0,602.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,46.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,168.85673781076403
2.0,8.0,1.0,9.0,23.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,413.5992355195943
3.0,8.0,2.0,0.0,342.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,20.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,94.77813236096834
0.0,8.0,2.0,3.0,301.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,135.6345256320358
1.0,14.0,3.0,2.0,496.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,10.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,59.95266680340088
3.0,8.0,2.0,7.0,49.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,387.5333592535192
1.0,29.0,4.0,3.0,739.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,11.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0,303.0389037602716
3.0,5.0,4.0,7.0,171.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,22.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,265.68146633095665
0.0,23.0,2.0,0.0,331.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,15.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,105.9425686836604
1.0,3.0,2.0,4.0,484.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,48.83741737272363
2.0,8.0,2.0,3.0,240.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,36.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,197.56362954162907
1.0,11.0,3.0,6.0,264.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,42.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,174.44466214898395
3.0,2.0,2.0,4.0,17.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,419.6193174984198
3.0,8.0,0.0,3.0,518.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,81.87793559202179
3.0,17.0,2.0,1.0,501.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,16.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,64.81227146322098
0.0,17.0,2.0,0.0,731.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,12.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,294.6687079167808
3.0,17.0,2.0,1.0,504.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,10.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,68.07692308666955
0.0,7.0,4.0,0.0,666.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,17.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0,229.7352913625882
0.0,8.0,2.0,1.0,601.0,0.0,4.0,2.0,2.0,0.0,3.0,3.0,16.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0,164.74111088475834
0.0,2.0,2.0,5.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,432.6514740239264
3.0,13.0,2.0,4.0,714.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,277.6184444358274
0.0,23.0,2.0,3.0,637.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,18.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,200.8618389361629
0.0,11.0,2.0,0.0,309.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,127.520223628671
1.0,8.0,2.0,3.0,556.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,119.76796431977164
1.0,8.0,2.0,8.0,57.0,4.0,4.0,3.0,2.0,0.0,3.0,1.0,19.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,379.51212522869054
3.0,13.0,2.0,9.0,363.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,15.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,73.69952022863109
0.0,17.0,3.0,4.0,305.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,131.62935416619686
3.0,29.0,3.0,4.0,822.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,13.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0,385.936657714301
3.0,22.0,3.0,9.0,521.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,85.69978543028193
3.0,17.0,3.0,1.0,720.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,16.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,283.63222144560353
1.0,17.0,2.0,4.0,569.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0,133.28560918318158
0.0,2.0,2.0,7.0,13.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,423.7585978157752
0.0,5.0,2.0,0.0,31.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,405.57963861899253
3.0,2.0,2.0,8.0,168.0,4.0,0.0,3.0,2.0,0.0,3.0,1.0,17.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0,268.73902993607135
1.0,13.0,4.0,4.0,172.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,264.4329444904401
0.0,13.0,0.0,3.0,573.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,136.95101531905115
3.0,24.0,2.0,1.0,482.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,48.149230194546874
