Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,target,cluster,distance
0.0,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,1,0.6950554990937834
0.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,1,1.2039864366283983
0.0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,1,3.344914882957424
0.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,1,4.326726877159674
0.0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,1,4.278166032012529
0.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,1,2.27829235545989
0.0,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,1,2.2756730844451187
0.0,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,1,3.2708898475291592
0.0,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,1,1.2728526740667052
0.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,1,2.27984139690575
0.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,1,2.2767257714025493
0.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,1,2.2752654230377565
0.0,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,1,1.2775838407038556
0.0,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,1,1.2693076472316882
0.0,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,1,0.7348860717775085
0.0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,1,2.27341524711664
0.0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,1,2.280473989656873
0.0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,1,0.2932815800459905
0.0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,1,0.4186553491210052
0.0,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,1,1.2939210171551323
0.0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,1,0.3306250973469516
0.0,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,1,1.3170875738595864
0.0,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,1,1.2717938072533956
0.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,1,2.2706857899901767
0.0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,1,0.8560690019624413
0.0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,1,1.2763424137426287
0.0,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,1,0.9314661038113754
0.0,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,1,0.7851302800630832
0.0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,1,1.3595979509676337
0.0,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,1,2.904099968224785
0.0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,1,0.9344827806991084
0.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,1,2.860837343330365
0.0,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,1,1.5210632039143734
0.0,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,1,1.294805497634535
0.0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,1,1.309579098138126
0.0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,1,2.2822043910841088
0.0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,1,1.279698202273417
0.0,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,1,1.2985599844612967
0.0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,1,2.2755232916093315
0.0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,1,3.271691907810009
0.0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,1,2.305823966184544
0.0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,1,2.2696006264603032
0.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,1,2.271786778886171
0.0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,1,0.2755708394634198
0.0,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,1,1.2733040745942354
0.0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,1,1.2769543807819803
0.0,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,1,1.2718322071198298
0.0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,1,1.302686662996168
0.0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,1,0.4032224760342656
0.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,1,1.275019042725832
0.0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,1,1.3164801477686976
0.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,1,2.7957224351664243
0.0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,1,1.0913850073072846
0.0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,1,2.0623969009584213
0.0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,1,1.416591081561365
0.0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,1,0.4853302250152938
0.0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,1,2.273753266806593
0.0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,1,2.272645953341468
0.0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,1,0.2838452672397603
0.0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,1,1.2814502525282698
0.0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,1,0.7367061955149243
0.0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9,1,1.291468771831227
0.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,1,2.2777763970957565
0.0,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11,1,0.7613756722450448
0.0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10,1,0.2766966200663296
0.0,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9,1,1.2812079153808724
0.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10,1,0.348704513732445
0.0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,1,0.2804274006180786
0.0,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11,1,0.7678121406763131
0.0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9,1,1.3352450715323505
0.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11,1,0.8766582899657108
0.0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,1,1.4956794154769475
0.0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9,1,1.5222291209708545
0.0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9,1,1.2949792476656918
0.0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,1,1.3016226816246128
0.0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,1,1.2999032978206193
0.0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8,1,2.2903888739816907
0.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8,1,2.272886230180043
0.0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10,1,0.2825937415168304
0.0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10,1,0.2862661381266065
0.0,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,1,1.2925803561182323
0.0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12,1,1.7541077381738328
0.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9,1,1.2780429440305807
0.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8,1,2.2723289176148103
0.0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11,1,0.9226901481650596
0.0,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,1,0.7941580026551065
0.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11,1,0.9576840043304908
0.0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11,1,1.0911390691861669
0.0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10,1,0.6098786515047783
0.0,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12,1,1.8581687406865592
0.0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8,1,2.393236661682703
0.0,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8,1,2.2782735698102505
0.0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9,1,1.3152143394212883
0.0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8,1,2.277689038180656
0.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9,1,1.2725243281176737
0.0,0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9,1,1.2779045839160426
0.0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11,1,0.7944542133830294
0.0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10,1,0.2704170160486004
0.0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9,1,1.2725396796534332
0.0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13,1,2.732562048778264
0.0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12,1,1.7512118980055005
0.0,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11,1,0.7523159690886272
0.0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9,1,1.2747760300701088
0.0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10,1,0.3225304635468939
0.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9,1,1.2742109424198298
0.0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,1,0.7619219543435547
0.0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10,1,0.312350447033571
0.0,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10,1,0.367129548549202
0.0,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10,1,0.3118037885949705
0.0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11,1,0.8284930140266293
0.0,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8,1,2.287247941108357
0.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12,1,1.7402632500624613
0.0,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11,1,0.7549437135313657
0.0,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12,1,1.872320868233988
0.0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11,1,0.9140707093354268
0.0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12,1,1.81283501219147
0.0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13,1,2.7453227067738912
0.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10,1,0.7103305397600799
0.0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10,1,0.4870189803460863
0.0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12,1,1.8109414149122456
0.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12,1,1.7711617646209394
0.0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8,1,2.309011357870412
0.0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9,1,1.2844985642478524
0.0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8,1,2.2896639659273874
0.0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10,1,0.3652244149686068
0.0,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9,1,1.2701370904774625
0.0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11,1,0.913278989116237
0.0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10,1,0.3037817922234104
0.0,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9,1,1.2753921723104769
0.0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9,1,1.2852553982593624
0.0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11,1,0.8255848225380864
0.0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10,1,0.4052916813908377
0.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11,1,0.8593847299578204
0.0,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10,1,0.3429677836997482
0.0,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10,1,0.3360523778852297
0.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9,1,1.2775810511694836
0.0,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11,1,0.765488036737769
0.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11,1,0.7393023320899595
0.0,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11,1,0.7453614886198684
0.0,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11,1,0.7734084816455027
0.0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9,1,1.275045220209599
0.0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11,1,0.7437831587053986
0.0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9,1,1.2829861981743302
0.0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9,1,1.2826847895303444
0.0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11,1,0.7867272191059889
0.0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10,1,0.6409869075957357
0.0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11,1,0.894833452823824
0.0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11,1,1.0114678776265458
0.0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11,1,0.957635471843551
0.0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11,1,1.0149071535475758
0.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14,1,3.845982230776583
0.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11,1,1.4159921232271562
0.0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11,1,0.8263958972840977
0.0,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9,1,1.3888823409821347
0.0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8,1,2.316646516138145
0.0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8,1,2.377200435776924
0.0,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10,1,0.484478277564737
0.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9,1,1.3353088768637484
0.0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7,1,3.272012176755987
0.0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10,1,0.3780058931372659
0.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9,1,1.2794385168814844
0.0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10,1,0.3362765249227662
0.0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10,1,0.3191283523077904
0.0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10,1,0.6245947675642558
0.0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9,1,1.4004933445169232
0.0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9,1,1.309359499081188
0.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13,1,2.743650116345671
0.0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,1,0.4625859881052054
0.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11,1,0.9707528808760014
0.0,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9,1,1.4931419330754288
0.0,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6,1,4.392515175135373
0.0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6,1,4.402621200567892
0.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,1,1.3103172419471385
0.0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13,1,2.735563728487892
0.0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9,1,1.341735039904108
0.0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18,1,7.753085555312152
0.0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14,1,3.738482847419783
0.0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11,1,0.9071693982063472
0.0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12,1,1.8337439424733823
0.0,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15,1,4.754453586699495
0.0,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7,1,3.402576596089264
0.0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,1,2.83833107447892
0.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,1,0.7622378854619466
0.0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,1,4.318489323291392
0.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8,1,2.322597130976762
0.0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14,1,3.752190857430621
0.0,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12,1,1.7325336881115652
0.0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18,1,7.73526075894861
0.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,1,1.388575754753197
0.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,1,0.5209641408020694
0.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6,1,4.370940424205717
0.0,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,1,6.7509170688698985
0.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,1,6.73767871100013
0.0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15,1,4.749505700022981
0.0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10,1,0.2857257804522535
0.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,1,3.733757942184068
0.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,1,2.7429580794959456
0.0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,1,3.7320586786765584
0.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11,1,0.7737903491193319
0.0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,1,3.7379490871051337
0.0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10,1,0.8181056803053657
0.0,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13,1,2.7970737655718847
0.0,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12,1,1.7527216756759336
0.0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12,1,1.7530603003358347
0.0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,1,2.740340943086752
0.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,1,4.77082824317778
0.0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,1,3.73409959738728
0.0,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,1,2.8101190279677697
0.0,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15,1,4.73534210097734
0.0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,1,1.4522704484045177
0.0,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7,1,3.3531726977646006
0.0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,1,1.743647992787431
0.0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,1,2.740665110951877
0.0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,1,1.7586761624125211
0.0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,1,3.737509601823008
0.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,1,1.7409242371272289
0.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,1,0.8647118162596884
0.0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10,1,0.7868280173535693
0.0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12,1,1.7333412910352235
0.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,1,2.7437560140017485
0.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,1,2.8088337876098946
0.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18,1,7.744982290610931
0.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,1,4.768764184606159
0.0,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,1,7.746175317896404
0.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13,1,2.7320589716319628
0.0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,1,0.7420875771835608
0.0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,1,2.787224949923048
0.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14,1,3.732827259713068
0.0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15,1,4.731738937875488
0.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,1,1.8068396582921893
0.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,1,0.9084051891080004
0.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,1,3.736482597055689
0.0,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,1,3.731930672443707
0.0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,1,2.7350463282580475
0.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,1,5.732799141604528
0.0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,1,1.0297768864441152
0.0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,1,4.7714087105461305
0.0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,1,1.7449128717940203
0.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,1,5.739263921105417
0.0,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,1,1.4684397871951609
0.0,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,1,2.734657938461296
0.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,1,1.8492890580746733
0.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,1,6.75005812002228
0.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,1,5.741492239954615
0.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,1,4.764110210110397
0.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,1,1.9352012012506707
0.0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,1,0.5039222279036502
0.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,1,0.9311307030408158
0.0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,1,0.8477195480496259
0.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,1,1.9091155125399903
0.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,1,1.0306087245205504
0.0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,1,5.777823810401498
0.0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,1,1.7477869063738614
0.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,1,1.8206881365349092
0.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,1,2.844028246126485
0.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,1,1.816155156848957
0.0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,1,2.7883611127567822
0.0,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,1,4.740260918968937
0.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,1,0.7722166876238242
0.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,1,0.621512628797208
0.0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,1,0.6896031728725458
0.0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,1,3.451898094553956
0.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,1,2.814187850631408
0.0,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,1,2.7401971141872825
0.0,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,1,1.832569712551524
0.0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,1,2.382152302770357
0.0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,1,3.3270611396946683
0.0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,1,1.270442525772951
0.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,1,2.2787610455591647
0.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,1,0.2948845786574841
0.0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,1,0.7463087783455505
0.0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,1,0.5944690085122364
0.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,1,3.3417705927992194
0.0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,1,1.3916912085750328
0.0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,1,2.3385220232809427
0.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,1,3.2930418615659414
0.0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,1,2.277609375245815
0.0,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,1,2.275223247441442
0.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,1,2.2691095345720877
0.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,1,1.746338553502985
0.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,1,0.3617571953361458
0.0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,1,2.2690266208725625
0.0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,1,0.7384439498461882
0.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,1,0.3594332176005355
0.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,1,1.274960562015676
0.0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,1,1.0313363837577798
0.0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,1,1.4194036563822194
0.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,1,2.271441285374679
0.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,1,2.321972778187245
0.0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,1,1.29812552377336
0.0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,1,1.2733604170048771
0.0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,1,1.2704425330086566
0.0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,1,0.7395555634192144
0.0,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,1,0.3562720232889616
0.0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,1,0.7484505806478045
0.0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,1,1.2784346776878042
0.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,1,0.4514855879142276
0.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,1,0.9519905503794828
0.0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,1,1.3091037463684554
0.0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,1,1.810013371525144
